Nr,Success,Iteration,Total points,Tærskel,Minimum_inliers,Maximum_iterations,Found_inliers,Avg_Dist2,Time_spent,Added_outliers
375,True,25,599,5,280,200,299,0.2141661207180245,0.09823010000036447,300
376,True,8,599,5,280,200,299,0.09656731229596094,0.03508309999961057,300
377,True,125,599,5,280,200,290,0.7027366382505857,0.4750527999985934,300
378,True,28,599,5,280,200,299,0.138177025572008,0.1103653000009217,300
379,True,24,599,5,280,200,299,0.1412148445450071,0.09419979999984207,300
380,True,14,599,5,280,200,299,0.16665415766021202,0.05676339999990887,300
381,True,31,599,5,280,200,299,0.12199118223202281,0.12152040000000852,300
382,True,17,599,5,280,200,299,0.17750840890639402,0.06736339999952179,300
383,True,73,599,5,280,200,299,0.2983099057300213,0.2790071999988868,300
384,True,2,599,5,280,200,299,0.1916748966964347,0.01162819999990461,300
385,True,99,599,5,280,200,287,0.7967568650653715,0.3776839000001928,300
386,True,2,599,5,280,200,286,0.40442263496149383,0.01163309999901685,300
387,True,0,599,5,280,200,299,0.34624056211636184,0.004087400000571506,300
388,True,30,599,5,280,200,282,1.0476209601278772,0.11618100000123377,300
389,True,149,599,5,280,200,299,0.16590548240958589,0.5654990000002726,300
390,True,17,599,5,280,200,299,0.4532966105005331,0.06911089999994147,300
391,True,8,599,5,280,200,299,0.29222846132658725,0.03526570000030915,300
392,True,9,599,5,280,200,283,0.847601350255556,0.038028099999792175,300
393,True,69,599,5,280,200,299,0.1749209942816432,0.26316079999924114,300
394,True,5,599,5,280,200,299,0.4797060220834102,0.02362370000082592,300
395,True,9,599,5,280,200,285,0.6557293668043939,0.03810379999958968,300
396,True,26,599,5,280,200,299,0.07198253181198269,0.1012124999997468,300
397,True,13,599,5,280,200,297,0.3875545979567942,0.052898300000379095,300
398,True,32,599,5,280,200,299,0.11632622905437442,0.12395239999932528,300
399,True,88,599,5,280,200,299,0.1624353829062033,0.3369531000007555,300
400,True,44,699,5,280,200,299,0.34561449113211296,0.19976360000146087,400
401,True,3,699,5,280,200,292,0.5978412164470717,0.01795959999981278,400
402,True,169,699,5,280,200,296,0.757403151191016,0.7507067999995343,400
403,True,49,699,5,280,200,297,0.4708814680253647,0.22189350000007835,400
404,True,41,699,5,280,200,299,0.4637841723611173,0.18592650000027788,400
405,True,26,699,5,280,200,299,0.18742600578804658,0.1190760000008595,400
406,True,142,699,5,280,200,299,0.3608080561926473,0.6324008999999933,400
407,True,42,699,5,280,200,288,0.6214223519287019,0.18855710000025283,400
408,True,82,699,5,280,200,297,0.30938142627494103,0.36493589999918186,400
409,True,55,699,5,280,200,299,0.12567197912423594,0.2464386999999988,400
410,True,56,699,5,280,200,299,0.12975849244242083,0.2561723999988317,400
411,True,85,699,5,280,200,299,0.40258207139971985,0.3792217000009259,400
412,True,21,699,5,280,200,299,0.6071198873125968,0.09668280000005325,400
413,True,90,699,5,280,200,298,0.38882207168287963,0.4029264000000694,400
414,True,10,699,5,280,200,288,0.41276095201379515,0.048448699999426026,400
415,True,50,699,5,280,200,298,0.34045129842355165,0.22520780000013474,400
416,True,101,699,5,280,200,299,0.0869623529262851,0.45522969999910856,400
417,True,175,699,5,280,200,297,0.6494543833621689,0.7796158000001014,400
418,True,16,699,5,280,200,290,0.8527575005253684,0.07501810000030673,400
419,True,18,699,5,280,200,299,0.28726780612314223,0.0836167999987083,400
420,True,15,699,5,280,200,289,0.4978937225822356,0.07091069999842148,400
421,True,38,699,5,280,200,299,0.2331732242573885,0.1752249999990454,400
422,True,44,699,5,280,200,299,0.1181661347081808,0.20251219999954628,400
423,False,200,699,5,280,200,191,0,0.8773863000005804,400
424,True,133,699,5,280,200,283,1.7985056112123814,0.5901530999999522,400
425,True,70,699,5,280,200,299,0.12742349055858188,0.3125830000008136,400
426,True,108,699,5,280,200,292,0.31039206180992934,0.48333670000101847,400
427,True,136,699,5,280,200,299,0.344725413159054,0.6033121999989817,400
428,False,200,699,5,280,200,227,0,0.8790386000000581,400
429,True,100,699,5,280,200,292,0.5118598397599275,0.4461529000000155,400
430,True,66,699,5,280,200,299,0.15662097467456423,0.29392360000019835,400
431,True,43,699,5,280,200,289,0.47675095975128773,0.1925530999997136,400
432,True,48,699,5,280,200,299,0.3013113872147682,0.21664639999835344,400
433,True,75,699,5,280,200,298,0.36800140696473144,0.33360780000111845,400
434,True,33,699,5,280,200,291,0.3965009918537037,0.15021059999889985,400
435,True,24,699,5,280,200,286,0.4723014127914122,0.10943409999890719,400
436,True,83,699,5,280,200,299,0.602660276651136,0.36990400000104273,400
437,True,9,699,5,280,200,299,0.2231462748770987,0.04404230000000098,400
438,True,10,699,5,280,200,299,0.06582367114815556,0.049719499998900574,400
439,True,83,699,5,280,200,286,0.7881249058877577,0.3699727000002895,400
440,True,2,699,5,280,200,299,0.34961939576562795,0.013679499999852851,400
441,True,93,699,5,280,200,299,0.08206962532574598,0.415344200000618,400
442,True,61,699,5,280,200,299,0.18252116049490028,0.2767196000004333,400
443,False,200,699,5,280,200,198,0,0.8782336999993277,400
444,True,25,699,5,280,200,299,0.0853735269248913,0.11643949999961478,400
445,True,144,699,5,280,200,299,0.14925336393838914,0.6373034000007465,400
446,True,2,699,5,280,200,299,0.09822598071426804,0.014072800000576535,400
447,False,200,699,5,280,200,238,0,0.8788394000002882,400
448,True,183,699,5,280,200,299,0.26254289235118583,0.8109770999999455,400
449,True,113,699,5,280,200,289,0.5339826842995224,0.5005170000004,400
450,True,26,699,5,280,200,299,0.1681826150717843,0.12186899999869638,400
451,True,50,699,5,280,200,299,0.37137476037394107,0.22874630000114848,400
452,False,200,699,5,280,200,204,0,0.8773313000001508,400
453,True,24,699,5,280,200,299,0.19966219472504895,0.10922749999917869,400
454,True,47,699,5,280,200,299,0.08764301450881375,0.21069720000014058,400
455,True,157,699,5,280,200,294,0.8701369697133216,0.6978007999987312,400
456,True,28,699,5,280,200,299,0.1545437116305464,0.12686960000064573,400
457,True,11,699,5,280,200,296,0.4648207949433333,0.0533501999998407,400
458,True,39,699,5,280,200,299,0.17470364377274827,0.176720600000408,400
459,True,152,699,5,280,200,299,0.23742850587351974,0.6708034999992378,400
460,True,1,699,5,280,200,282,1.0293826500721879,0.009062799999810522,400
461,True,20,699,5,280,200,299,0.48976462262790416,0.09479280000050494,400
462,True,40,699,5,280,200,299,0.13010544919364958,0.1829254000003857,400
463,True,59,699,5,280,200,296,0.516051515688462,0.26372640000045067,400
464,True,32,699,5,280,200,292,0.5745895525927618,0.14481419999901846,400
465,False,200,699,5,280,200,261,0,0.8762105999994674,400
466,True,65,699,5,280,200,298,0.38145492997321045,0.29056739999941783,400
467,True,10,699,5,280,200,296,0.6084665488580038,0.04934030000003986,400
468,True,2,699,5,280,200,299,0.0912030616108395,0.01384440000038012,400
469,True,138,699,5,280,200,294,0.5381901505616902,0.6144576000006055,400
470,True,19,699,5,280,200,282,0.47166430161303086,0.08739459999924293,400
471,True,101,699,5,280,200,293,0.6277670885602924,0.45022919999973965,400
472,False,200,699,5,280,200,266,0,0.8787646000000677,400
473,True,68,699,5,280,200,288,1.0533200532928388,0.30353680000007444,400
474,True,8,699,5,280,200,299,0.2873439408767986,0.039760200001182966,400
475,True,196,699,5,280,200,299,0.16950139796930225,0.8726234000005206,400
476,True,65,699,5,280,200,291,0.4846266751094682,0.2889026000011654,400
477,True,197,699,5,280,200,288,0.5633147296120457,0.8707032000002073,400
478,True,66,699,5,280,200,299,0.14239042695244827,0.2934233999985736,400
479,True,136,699,5,280,200,299,0.09388936062885318,0.6059160999993765,400
480,True,86,699,5,280,200,293,0.38150599388960205,0.3793729999997595,400
481,True,21,699,5,280,200,299,0.19325669124603878,0.09711869999955525,400
482,True,3,699,5,280,200,299,0.06424176768650307,0.019491899998683948,400
483,True,20,699,5,280,200,299,0.374195006275353,0.10070319999977073,400
484,True,87,699,5,280,200,299,0.3802146892994883,0.38842400000066846,400
485,True,144,699,5,280,200,299,0.1426397783331255,0.6385467000000062,400
486,True,8,699,5,280,200,299,0.10710241202216596,0.04008580000117945,400
487,True,91,699,5,280,200,299,0.19612912861736456,0.40334419999999227,400
488,True,88,699,5,280,200,299,0.11683375582054438,0.39030860000093526,400
489,True,31,699,5,280,200,295,0.6911703651913516,0.1402116000008391,400
490,True,127,699,5,280,200,284,0.5337354661770962,0.5693894000014552,400
491,True,44,699,5,280,200,288,0.5229884398205163,0.1979250000003958,400
492,True,193,699,5,280,200,299,0.20403854226657905,0.8537307999995392,400
493,True,15,699,5,280,200,299,0.37258097665072337,0.07200820000070962,400
494,True,44,699,5,280,200,299,0.13374308736024565,0.19703560000016296,400
495,True,150,699,5,280,200,299,0.25925427059305417,0.6700772999993205,400
496,True,10,699,5,280,200,299,0.13518075175538766,0.04825949999940349,400
497,True,30,699,5,280,200,299,0.2377097731268684,0.13749839999945834,400
498,True,136,699,5,280,200,299,0.19297045548706904,0.6018389999990177,400
499,True,74,699,5,280,200,281,0.4207697579759033,0.32888180000009015,400
500,True,90,799,5,280,200,299,0.12140151692602913,0.4676428000002488,500
501,True,30,799,5,280,200,300,0.17186948901638782,0.15911810000034166,500
502,True,4,799,5,280,200,299,0.09260481319255728,0.025587000000086846,500
503,True,81,799,5,280,200,299,0.14940332836751608,0.42326369999864255,500
504,True,56,799,5,280,200,299,0.2903880298121588,0.31566510000084236,500
505,True,8,799,5,280,200,300,0.8202807000134423,0.04578679999940505,500
506,False,200,799,5,280,200,109,0,1.0232766999997693,500
507,True,32,799,5,280,200,285,0.5577216075962678,0.16896269999961078,500
508,True,180,799,5,280,200,285,0.6245338015647501,0.9440088000010292,500
509,True,158,799,5,280,200,299,0.1858865599894975,0.8110882000000856,500
510,True,62,799,5,280,200,299,0.14193699719291458,0.3208916000003228,500
511,True,31,799,5,280,200,285,0.5005930606870053,0.16420469999866327,500
512,True,55,799,5,280,200,299,0.15972889537875729,0.31531099999847356,500
513,False,200,799,5,280,200,277,0,1.0159003000007942,500
514,False,200,799,5,280,200,201,0,1.032466699998622,500
515,True,97,799,5,280,200,298,0.5793950573023273,0.497482000000673,500
516,True,39,799,5,280,200,300,0.31217316000265455,0.20407449999947858,500
517,False,200,799,5,280,200,254,0,1.0262577000012243,500
518,False,200,799,5,280,200,182,0,1.0310417000000598,500
519,False,200,799,5,280,200,265,0,1.0292244000011124,500
520,True,8,799,5,280,200,282,0.8524008188622875,0.04558360000009998,500
521,True,95,799,5,280,200,300,0.14687183471374018,0.48633719999997993,500
522,True,133,799,5,280,200,300,0.14741309629559834,0.6755556000007346,500
523,True,94,799,5,280,200,289,0.4654697304474944,0.48216359999969427,500
524,True,5,799,5,280,200,300,0.5253881099443665,0.03033030000005965,500
525,True,9,799,5,280,200,299,0.08165341552967113,0.050885000000562286,500
526,True,10,799,5,280,200,299,0.36313519191816124,0.05572789999860106,500
527,True,183,799,5,280,200,295,0.4631504051215135,0.95071629999984,500
528,True,112,799,5,280,200,282,0.6318511850956305,0.5705201999990095,500
529,True,20,799,5,280,200,300,0.37449348392624593,0.11193220000131987,500
530,True,120,799,5,280,200,299,0.12235337721703186,0.6322344000000157,500
531,False,200,799,5,280,200,267,0,1.0108622999996442,500
532,True,60,799,5,280,200,289,0.6414786868416561,0.30799170000136655,500
533,True,146,799,5,280,200,288,0.9851519988788711,0.7618485999992117,500
534,True,10,799,5,280,200,294,0.6781926273702039,0.05591700000150013,500
535,False,200,799,5,280,200,10,0,1.010457899999892,500
536,True,24,799,5,280,200,298,0.5736680355486211,0.12579870000081428,500
537,True,173,799,5,280,200,299,0.09563685204211032,0.8985714999998891,500
538,True,5,799,5,280,200,299,0.07114088346359686,0.03106169999955455,500
539,True,24,799,5,280,200,299,0.1395715404881584,0.12583040000026813,500
540,True,96,799,5,280,200,300,0.2609903658830841,0.4945592000003671,500
541,True,18,799,5,280,200,298,0.31722008427920323,0.09557200000017474,500
542,True,62,799,5,280,200,298,0.21191737249008247,0.31883580000067013,500
543,True,76,799,5,280,200,299,0.1607259466976118,0.3872330999984115,500
544,True,138,799,5,280,200,288,0.7022451297336583,0.7243746000003739,500
545,True,11,799,5,280,200,299,0.135760147906007,0.06069559999923513,500
546,True,74,799,5,280,200,299,0.10602539623264846,0.37978110000040033,500
547,True,61,799,5,280,200,299,0.40767061500282686,0.3173329000001104,500
548,True,93,799,5,280,200,299,0.08425431486377613,0.4728821999997308,500
549,True,33,799,5,280,200,299,0.3830954721423935,0.19019630000002508,500
550,True,81,799,5,280,200,298,0.3282167979563318,0.4163026999995054,500
551,True,146,799,5,280,200,299,0.4838269387215694,0.7435585000002902,500
552,True,129,799,5,280,200,299,0.06397312277296494,0.6621704999997746,500
553,True,21,799,5,280,200,285,0.6578268625536464,0.12839610000082757,500
554,True,51,799,5,280,200,299,0.11557073996391222,0.26343049999923096,500
555,False,200,799,5,280,200,146,0,1.0115877000007458,500
556,True,118,799,5,280,200,299,0.33737287886520767,0.5996787999993103,500
557,True,3,799,5,280,200,299,0.28768175625644127,0.020402699999976903,500
558,True,97,799,5,280,200,298,0.544141104850209,0.5200494000000617,500
559,False,200,799,5,280,200,243,0,1.0133767000006628,500
560,True,168,799,5,280,200,281,0.7084959800543411,0.8758512000003975,500
561,True,35,799,5,280,200,293,0.5984051500969604,0.1815642999990814,500
562,True,16,799,5,280,200,299,0.11041574158690708,0.08538950000001932,500
563,True,34,799,5,280,200,299,0.2070465025665791,0.1773866999992606,500
564,True,53,799,5,280,200,299,0.15223378423251388,0.272386100001313,500
565,True,69,799,5,280,200,300,0.2845833581128613,0.355459600001268,500
566,True,43,799,5,280,200,284,0.9159640046642236,0.2214162000000215,500
567,True,86,799,5,280,200,300,0.33756383435233744,0.45679779999954917,500
568,True,65,799,5,280,200,298,0.4173208632706289,0.3362899000003381,500
569,True,149,799,5,280,200,292,0.3089052357332862,0.7556937999997899,500
570,True,26,799,5,280,200,300,0.1366970738700125,0.139282699999967,500
571,False,200,799,5,280,200,222,0,1.0321459000006143,500
572,True,67,799,5,280,200,300,0.16112847546420186,0.34336400000029244,500
573,True,52,799,5,280,200,300,0.3704214899755396,0.26764060000095924,500
574,False,200,799,5,280,200,274,0,1.0343827000015153,500
575,True,42,799,5,280,200,299,0.19742893038818987,0.21587489999910758,500
576,True,194,799,5,280,200,289,0.32596811483899285,0.9860389999994368,500
577,True,47,799,5,280,200,299,0.17607016449358392,0.2445834999998624,500
578,True,17,799,5,280,200,300,0.30251438093138594,0.09099679999962973,500
579,True,8,799,5,280,200,286,0.822821281721684,0.045753599999443395,500
580,True,132,799,5,280,200,299,0.3769697055440762,0.6903805000001739,500
581,True,34,799,5,280,200,296,0.7057092863847582,0.1789057000005414,500
582,True,134,799,5,280,200,299,0.35601400507944775,0.6808476000005612,500
583,True,70,799,5,280,200,299,0.09210166007553736,0.3617312000005768,500
584,True,26,799,5,280,200,297,0.6165776036969629,0.13575149999996938,500
585,False,200,799,5,280,200,245,0,1.0307864999995218,500
586,True,56,799,5,280,200,300,0.15502990944702427,0.2872235000013461,500
587,True,94,799,5,280,200,293,0.585464564343801,0.4826088999998319,500
588,True,10,799,5,280,200,290,0.2677469017329022,0.0554695000009815,500
589,True,44,799,5,280,200,300,0.1407228153079615,0.22700479999912204,500
590,True,137,799,5,280,200,299,0.17529420018541428,0.7159585999997944,500
591,True,13,799,5,280,200,299,0.1275305468095407,0.07045309999921301,500
592,False,200,799,5,280,200,253,0,1.0073644000003696,500
593,True,22,799,5,280,200,299,0.16115796909930322,0.11534779999965394,500
594,True,59,799,5,280,200,299,0.1721269759909416,0.3186777999999322,500
595,True,136,799,5,280,200,294,0.37188683044421655,0.6910157999991497,500
596,True,155,799,5,280,200,296,0.34590302005367707,0.7869912999994995,500
597,True,18,799,5,280,200,300,0.1401432318464078,0.09666639999886684,500
598,True,10,799,5,280,200,299,0.18885306547064354,0.05508240000017395,500
599,True,43,799,5,280,200,294,0.48029099354402083,0.24215479999838863,500
600,False,200,899,5,280,200,8,0,1.15380450000157,600
601,True,33,899,5,280,200,292,1.1647078677484461,0.2112529000005452,600
602,False,200,899,5,280,200,245,0,1.143735800000286,600
603,True,23,899,5,280,200,299,0.14252437018508862,0.13692129999981262,600
604,False,200,899,5,280,200,66,0,1.1652063000001363,600
605,False,200,899,5,280,200,267,0,1.1487591999975848,600
606,True,18,899,5,280,200,298,0.3977608847647313,0.10792630000287318,600
607,True,44,899,5,280,200,299,0.09831674504303684,0.25618699999904493,600
608,False,200,899,5,280,200,270,0,1.160116700000799,600
609,False,200,899,5,280,200,11,0,1.1415158999989217,600
610,True,176,899,5,280,200,287,0.6670459599776488,1.0274984999996377,600
611,False,200,899,5,280,200,280,0,1.1394118000025628,600
612,True,159,899,5,280,200,299,0.2869739340159152,0.9333575999989989,600
613,False,200,899,5,280,200,79,0,1.1383762000004936,600
614,True,137,899,5,280,200,299,0.13022739915267229,0.8034912000002805,600
615,False,200,899,5,280,200,256,0,1.135286199998518,600
616,False,200,899,5,280,200,103,0,1.1551667999992787,600
617,True,31,899,5,280,200,299,0.17578139861028474,0.18299150000166264,600
618,True,4,899,5,280,200,299,0.4803683359880363,0.028393399999913527,600
619,True,1,899,5,280,200,291,0.7049393575946419,0.01153379999959725,600
620,True,143,899,5,280,200,299,0.45946237992724914,0.8178670999986934,600
621,True,111,899,5,280,200,286,0.29493727801608693,0.6359026999998605,600
622,True,128,899,5,280,200,299,0.1815118000174988,0.7528614000002563,600
623,True,116,899,5,280,200,299,0.5534450881879105,0.6664796000004571,600
624,False,200,899,5,280,200,271,0,1.1534332999981416,600
625,False,200,899,5,280,200,266,0,1.1346932999986166,600
626,True,172,899,5,280,200,299,0.17304763503181758,1.0002774999993562,600
627,True,181,899,5,280,200,299,0.0675894364082285,1.0448505999993358,600
628,False,200,899,5,280,200,13,0,1.1562042000005022,600
629,True,21,899,5,280,200,299,0.2135275210895585,0.12466619999759132,600
630,True,93,899,5,280,200,287,0.6908378464719065,0.5325679999987187,600
631,True,158,899,5,280,200,289,0.6950453982042017,0.9043841999991855,600
632,False,200,899,5,280,200,10,0,1.1616993000025104,600
633,False,200,899,5,280,200,276,0,1.1465600000010454,600
634,True,53,899,5,280,200,296,0.555597137435419,0.30854859999817563,600
635,True,22,899,5,280,200,299,0.12121701112580077,0.15057460000025458,600
636,False,200,899,5,280,200,13,0,1.1397522000006575,600
637,False,200,899,5,280,200,66,0,1.1607813000009628,600
638,True,163,899,5,280,200,299,0.23808781480428914,0.9333678000002692,600
639,False,200,899,5,280,200,245,0,1.1589669000022695,600
640,False,200,899,5,280,200,120,0,1.1366813000022375,600
641,True,186,899,5,280,200,292,1.022876814898231,1.0790976999996928,600
642,True,105,899,5,280,200,285,0.37284910425597206,0.6012587000004714,600
643,True,46,899,5,280,200,299,0.33944023959349223,0.2659501999987697,600
644,False,200,899,5,280,200,249,0,1.1376773000010871,600
645,True,108,899,5,280,200,299,0.22764752094857074,0.6359685999996145,600
646,True,127,899,5,280,200,299,0.1794982091995924,0.7308659000009357,600
647,True,50,899,5,280,200,297,0.6265676566992673,0.28977579999991576,600
648,True,18,899,5,280,200,299,0.3545505664344961,0.10770009999760077,600
649,True,6,899,5,280,200,298,0.31384767514676104,0.04022400000030757,600
650,False,200,899,5,280,200,140,0,1.1513907999978983,600
651,False,200,899,5,280,200,72,0,1.137656999999308,600
652,True,53,899,5,280,200,292,0.3006243996643369,0.307134100003168,600
653,True,8,899,5,280,200,299,0.24362064563492616,0.051374200000282144,600
654,False,200,899,5,280,200,248,0,1.1695046999993792,600
655,True,41,899,5,280,200,282,0.5132156978875184,0.23925290000261157,600
656,True,100,899,5,280,200,299,0.19309755135595022,0.5787013000008301,600
657,True,10,899,5,280,200,299,0.3163295138235545,0.06329310000000987,600
658,True,51,899,5,280,200,291,0.5196265615934846,0.3123801999972784,600
659,False,200,899,5,280,200,271,0,1.1345384999985981,600
660,True,133,899,5,280,200,299,0.16291647395666878,0.7625602999978582,600
661,False,200,899,5,280,200,10,0,1.153629300002649,600
662,True,46,899,5,280,200,299,0.15953258087863034,0.2679982999979984,600
663,True,193,899,5,280,200,293,0.7394604195307571,1.1210041999984242,600
664,False,200,899,5,280,200,42,0,1.1315050999983214,600
665,False,200,899,5,280,200,136,0,1.163888200000656,600
666,True,34,899,5,280,200,299,0.32827316314548244,0.19882530000177212,600
667,False,200,899,5,280,200,14,0,1.1314361999975517,600
668,True,48,899,5,280,200,299,0.27414357050677596,0.2797820000014326,600
669,True,38,899,5,280,200,295,0.6110139429989936,0.22110819999943487,600
670,False,200,899,5,280,200,17,0,1.157674699999916,600
671,True,134,899,5,280,200,285,0.8855940003330967,0.7809389000030933,600
672,True,188,899,5,280,200,286,0.9084905356632863,1.0904598999986774,600
673,False,200,899,5,280,200,62,0,1.1360741999997117,600
674,False,200,899,5,280,200,257,0,1.1529073000019707,600
675,True,25,899,5,280,200,298,0.5328735573939253,0.14749060000031022,600
676,True,169,899,5,280,200,289,0.8316238129582324,0.9675632000034966,600
677,True,69,899,5,280,200,298,0.30441335432070993,0.3991017999978794,600
678,True,70,899,5,280,200,298,0.595143522498983,0.43171950000032666,600
679,True,148,899,5,280,200,299,0.124521886978216,0.8456482000001415,600
680,True,44,899,5,280,200,299,0.4591434880638625,0.2554861000025994,600
681,False,200,899,5,280,200,178,0,1.152348699997674,600
682,False,200,899,5,280,200,266,0,1.1355962999987241,600
683,True,2,899,5,280,200,299,0.17654302521043452,0.01720200000272598,600
684,True,49,899,5,280,200,287,0.3812171788524597,0.28827730000193696,600
685,False,200,899,5,280,200,222,0,1.1530727999997907,600
686,True,10,899,5,280,200,299,0.22189556961346327,0.06253689999721246,600
687,True,105,899,5,280,200,299,0.07671085267256003,0.6033480999976746,600
688,True,124,899,5,280,200,297,0.6105334715944515,0.7246005999986664,600
689,True,112,899,5,280,200,298,0.20774615125170565,0.6421721000006073,600
690,True,104,899,5,280,200,299,0.11251062317923566,0.59425199999896,600
691,True,57,899,5,280,200,292,0.622732551907687,0.33012439999947674,600
692,True,121,899,5,280,200,299,0.08357412620602886,0.719565400002466,600
693,False,200,899,5,280,200,216,0,1.1391935000028752,600
694,True,81,899,5,280,200,287,0.510962579216206,0.46586759999991045,600
695,True,101,899,5,280,200,299,0.2424411702608276,0.5987771000000066,600
696,True,197,899,5,280,200,299,0.4389341419432266,1.1239266000011412,600
697,True,80,899,5,280,200,284,0.429556351161767,0.4597585999981675,600
698,True,0,899,5,280,200,296,0.5769321829114995,0.005963199997495394,600
699,False,200,899,5,280,200,60,0,1.154829699997208,600
700,True,32,999,5,280,200,295,0.8127701005764087,0.2120600000016566,700
701,False,200,999,5,280,200,237,0,1.278020400000969,700
702,False,200,999,5,280,200,185,0,1.2663990999972157,700
703,False,200,999,5,280,200,25,0,1.2782194999999774,700
704,True,143,999,5,280,200,298,0.4609735171794359,0.9043359999996028,700
705,True,50,999,5,280,200,299,0.07047745424864166,0.32138879999911296,700
706,True,76,999,5,280,200,299,0.14090866512255912,0.48421029999735765,700
707,True,55,999,5,280,200,282,0.5349469111864162,0.34941669999898295,700
708,False,200,999,5,280,200,15,0,1.2733559999978752,700
709,False,200,999,5,280,200,220,0,1.249325199998566,700
710,False,200,999,5,280,200,78,0,1.2834340000008524,700
711,False,200,999,5,280,200,14,0,1.274354500001209,700
712,True,183,999,5,280,200,299,0.25198297361182,1.155496100000164,700
713,True,77,999,5,280,200,291,0.860593077362087,0.4864962999999989,700
714,True,69,999,5,280,200,299,0.11016660513908448,0.4367649000014353,700
715,False,200,999,5,280,200,209,0,1.2644078999983321,700
716,False,200,999,5,280,200,280,0,1.249714400000812,700
717,True,84,999,5,280,200,299,0.5488154370023869,0.5506716999989294,700
718,True,51,999,5,280,200,299,0.33072045348915086,0.3231046000000788,700
719,False,200,999,5,280,200,157,0,1.2507872999995016,700
720,True,136,999,5,280,200,299,0.5296386555114136,0.8763766000010946,700
721,False,200,999,5,280,200,194,0,1.24850940000033,700
722,True,143,999,5,280,200,297,0.38337409886985857,0.9290470000014466,700
723,True,93,999,5,280,200,298,0.7087908364095019,0.5888914999995905,700
724,True,123,999,5,280,200,299,0.06973351438817045,0.7739131999987876,700
725,True,89,999,5,280,200,294,0.3184886026143351,0.5629220000009809,700
726,False,200,999,5,280,200,10,0,1.266828700001497,700
727,False,200,999,5,280,200,182,0,1.2526916999995592,700
728,True,170,999,5,280,200,299,0.2580848151425212,1.085154500000499,700
729,True,86,999,5,280,200,286,0.9409022394430483,0.5415174000008847,700
730,True,31,999,5,280,200,298,0.36499287571286365,0.19927260000258684,700
731,True,79,999,5,280,200,299,0.26468785427659675,0.5017043000007106,700
732,False,200,999,5,280,200,30,0,1.2603655000020808,700
733,False,200,999,5,280,200,8,0,1.249445099998411,700
734,True,54,999,5,280,200,299,0.5449821314082073,0.3736395999985689,700
735,True,57,999,5,280,200,298,0.7633509365311828,0.3657826999988174,700
736,True,165,999,5,280,200,299,0.21903378228492743,1.039355799999612,700
737,False,200,999,5,280,200,262,0,1.266556300000957,700
738,True,21,999,5,280,200,299,0.09748781200600547,0.13857320000170148,700
739,True,134,999,5,280,200,293,0.8270390591585212,0.8407100000003993,700
740,True,51,999,5,280,200,282,0.5170934282093016,0.32540979999976116,700
741,False,200,999,5,280,200,226,0,1.2764343000017107,700
742,True,89,999,5,280,200,296,0.6253170021982262,0.5605230000001029,700
743,True,116,999,5,280,200,299,0.1502309989410288,0.7319281999989471,700
744,True,30,999,5,280,200,299,0.06638404458814161,0.19385850000253413,700
745,False,200,999,5,280,200,8,0,1.271690599998692,700
746,False,200,999,5,280,200,28,0,1.2496835999991163,700
747,False,200,999,5,280,200,16,0,1.277914199999941,700
748,False,200,999,5,280,200,193,0,1.2446592999986024,700
749,False,200,999,5,280,200,160,0,1.264934800001356,700
750,False,200,999,5,280,200,33,0,1.2467403999980888,700
751,False,200,999,5,280,200,8,0,1.2649171000011847,700
752,True,102,999,5,280,200,299,0.18429913901289177,0.644194399999833,700
753,True,75,999,5,280,200,299,0.14474454560027247,0.47739829999773065,700
754,False,200,999,5,280,200,28,0,1.2646444999991218,700
755,False,200,999,5,280,200,16,0,1.2466105000021344,700
756,True,118,999,5,280,200,299,0.24783956000319352,0.7606001000021934,700
757,False,200,999,5,280,200,43,0,1.2506020000000717,700
758,True,102,999,5,280,200,296,0.5416011532703796,0.6660545999984606,700
759,True,89,999,5,280,200,298,0.42479060648925226,0.5597659999984899,700
760,False,200,999,5,280,200,262,0,1.245924599999853,700
761,False,200,999,5,280,200,15,0,1.2757282000020496,700
762,False,200,999,5,280,200,253,0,1.2469181999986176,700
763,False,200,999,5,280,200,16,0,1.263532299999497,700
764,True,114,999,5,280,200,298,0.2845886420177729,0.7172381999989739,700
765,True,22,999,5,280,200,287,0.5471779922129126,0.14308629999868572,700
766,True,107,999,5,280,200,293,0.6456549664834004,0.6921976000012364,700
767,True,21,999,5,280,200,297,0.38341524226341434,0.13597850000223843,700
768,True,32,999,5,280,200,299,0.1506635114720918,0.20532879999882425,700
769,True,33,999,5,280,200,299,0.23536883040322554,0.21362090000184253,700
770,False,200,999,5,280,200,17,0,1.2547766999996384,700
771,False,200,999,5,280,200,12,0,1.268557299998065,700
772,True,89,999,5,280,200,299,0.3686275521180946,0.5611466999980621,700
773,True,139,999,5,280,200,299,0.1492860220431372,0.8732798000019102,700
774,True,31,999,5,280,200,299,0.22171035403734674,0.20043250000162516,700
775,True,22,999,5,280,200,299,0.2560518446837664,0.16053029999966384,700
776,True,178,999,5,280,200,292,1.0569457688215762,1.1150621000015235,700
777,True,147,999,5,280,200,299,0.10171106371661975,0.9265280999970855,700
778,False,200,999,5,280,200,113,0,1.2667307000010624,700
779,False,200,999,5,280,200,256,0,1.248034899999766,700
780,True,33,999,5,280,200,299,0.31498322251856914,0.2144750000006752,700
